# Vantis Steering Systems — timesheet export
# period: 2024 Q3   exported: 2024-10-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2024-07-08,R. Dietrich,VST-1206,21.0,safety,Y
2024-07-15,"Ferreira, Diogo",VST-1206,24.0,safety,Y
2024-07-22,E. Palmer,VST-1206,39.0,safety,Y
2024-07-01,M. Lindqvist,VST-1206,39.0,safety,Y
2024-08-08,R. Dietrich,VST-1206,18.0,safety,Y
2024-08-15,P. Strand,VST-1206,36.0,safety,Y
2024-08-22,"Moreau, Julien",VST-1206,33.0,safety,Y
2024-08-01,N. Haas,VST-1206,25.0,safety,Y
2024-09-08,D. Ferreira,VST-1206,36.0,safety,Y
2024-09-15,R. Dietrich,VST-1206,4.0,safety,Y
2024-09-22,S. Beker,VST-1206,36.0,safety,Y
2024-09-01,E. Palmer,VST-1206,898.8,safety,
2024-07-01,"Renaud, Luc",VST-1206,20.0,systems,Y
2024-07-08,J. Moreau,VST-1206,32.0,systems,Y
2024-07-15,A. Kovac,VST-1206,15.0,systems,Y
2024-07-22,I. Arnaud,VST-1206,15.0,systems,Y
2024-07-01,"Beker, Sena",VST-1206,15.0,systems,Y
2024-08-08,A. Kovac,VST-1206,27.0,systems,Y
2024-08-15,"Renaud, Luc",VST-1206,7.0,systems,Y
2024-08-22,E. Palmer,VST-1206,9.0,systems,Y
2024-08-01,D. Ferreira,VST-1206,11.0,systems,Y
2024-09-08,T. Sala,VST-1206,30.0,systems,Y
2024-09-15,L. Renaud,VST-1206,171.8,systems,Y
2024-07-01,"Palmer, Ewan",VST-1206,30.0,pm,Y
2024-07-08,"Palmer, Ewan",VST-1206,17.0,pm,Y
2024-07-15,L. Renaud,VST-1206,24.0,pm,
2024-07-22,D. Ferreira,VST-1206,26.0,pm,Y
2024-07-01,I. Arnaud,VST-1206,14.0,pm,Y
2024-08-08,"Beker, Sena",VST-1206,65.4,pm,Y
2024-07-01,I. Arnaud,VST-1241,13.0,software,Y
2024-07-08,D. Ferreira,VST-1241,7.0,software,Y
2024-07-15,J. Moreau,VST-1241,31.0,software,Y
2024-07-22,I. Arnaud,VST-1241,22.0,software,Y
2024-07-01,T. Sala,VST-1241,37.0,software,Y
2024-08-08,D. Ferreira,VST-1241,11.0,software,Y
2024-08-15,T. Sala,VST-1241,26.0,software,Y
2024-08-22,"Strand, Petra",VST-1241,39.0,software,Y
2024-08-01,A. Kovac,VST-1241,26.0,software,Y
2024-09-08,S. Beker,VST-1241,36.0,software,Y
2024-09-15,E. Palmer,VST-1241,28.0,software,
2024-09-22,J. Moreau,VST-1241,33.0,software,Y
2024-09-01,"Palmer, Ewan",VST-1241,101.4,software,Y
2024-07-01,"Arnaud, Ines",VST-1241,17.0,systems,Y
2024-07-08,A. Kovac,VST-1241,13.0,systems,Y
2024-07-15,E. Palmer,VST-1241,22.0,systems,Y
2024-07-22,R. Dietrich,VST-1241,14.0,systems,Y
2024-07-01,P. Strand,VST-1241,98.2,systems,Y
2024-07-01,"Haas, Nils",VST-1241,39.0,validation,Y
2024-07-08,N. Haas,VST-1241,12.0,validation,Y
2024-07-15,"Haas, Nils",VST-1241,7.0,validation,Y
2024-07-22,"Moreau, Julien",VST-1241,22.0,validation,Y
2024-07-01,N. Haas,VST-1241,84.2,validation,Y
2024-07-01,M. Lindqvist,VST-1241,31.0,pm,Y
2024-07-08,I. Arnaud,VST-1241,20.0,pm,
2024-07-15,"Strand, Petra",VST-1241,31.0,pm,Y
2024-07-01,D. Ferreira,VST-1248,25.0,software,Y
2024-07-08,R. Dietrich,VST-1248,6.0,software,Y
2024-07-15,L. Renaud,VST-1248,25.0,software,Y
2024-07-22,S. Beker,VST-1248,22.0,software,Y
2024-07-01,P. Strand,VST-1248,12.0,software,Y
2024-08-08,M. Lindqvist,VST-1248,11.0,software,Y
2024-08-15,J. Moreau,VST-1248,15.0,software,Y
2024-08-22,N. Haas,VST-1248,26.0,software,Y
2024-08-01,I. Arnaud,VST-1248,28.0,software,Y
2024-09-08,N. Haas,VST-1248,15.0,software,Y
2024-09-15,P. Strand,VST-1248,36.0,software,Y
2024-09-22,T. Sala,VST-1248,12.0,software,Y
2024-09-01,T. Sala,VST-1248,244.0,software,Y
2024-07-01,"Renaud, Luc",VST-1248,12.0,systems,Y
2024-07-08,P. Strand,VST-1248,37.0,systems,Y
2024-07-15,N. Haas,VST-1248,32.0,systems,Y
2024-07-22,"Lindqvist, Maja",VST-1248,23.0,systems,Y
2024-07-01,A. Kovac,VST-1248,11.0,systems,Y
2024-08-08,L. Renaud,VST-1248,75.8,systems,Y
2024-07-01,D. Ferreira,VST-1248,25.0,validation,
2024-07-08,L. Renaud,VST-1248,15.0,validation,Y
2024-07-15,"Lindqvist, Maja",VST-1248,39.0,validation,Y
2024-07-22,P. Strand,VST-1248,31.0,validation,Y
2024-07-01,A. Kovac,VST-1248,26.0,validation,Y
2024-08-08,T. Sala,VST-1248,54.8,validation,Y
2024-07-01,M. Lindqvist,VST-1248,5.0,pm,Y
2024-07-08,A. Kovac,VST-1248,21.0,pm,Y
2024-07-15,"Renaud, Luc",VST-1248,69.4,pm,Y
2024-07-01,"Strand, Petra",VST-1309,7.0,software,
2024-07-08,A. Kovac,VST-1309,25.0,software,Y
2024-07-15,"Sala, Tomas",VST-1309,20.0,software,Y
2024-07-22,P. Strand,VST-1309,37.0,software,Y
2024-07-01,N. Haas,VST-1309,15.0,software,Y
2024-08-08,I. Arnaud,VST-1309,32.0,software,Y
2024-08-15,"Moreau, Julien",VST-1309,31.0,software,Y
2024-08-22,J. Moreau,VST-1309,37.0,software,Y
2024-08-01,R. Dietrich,VST-1309,7.0,software,Y
2024-09-08,N. Haas,VST-1309,20.0,software,
2024-09-15,"Arnaud, Ines",VST-1309,39.0,software,Y
2024-09-22,"Arnaud, Ines",VST-1309,13.0,software,
2024-09-01,I. Arnaud,VST-1309,231.8,software,Y
2024-07-01,N. Haas,VST-1309,14.0,systems,Y
2024-07-08,L. Renaud,VST-1309,10.0,systems,Y
2024-07-15,R. Dietrich,VST-1309,17.0,systems,Y
2024-07-22,R. Dietrich,VST-1309,22.0,systems,Y
2024-07-01,M. Lindqvist,VST-1309,9.0,systems,Y
2024-08-08,N. Haas,VST-1309,21.0,systems,Y
2024-08-15,P. Strand,VST-1309,112.9,systems,
2024-07-01,D. Ferreira,VST-1309,16.0,validation,Y
2024-07-08,N. Haas,VST-1309,26.0,validation,Y
2024-07-15,I. Arnaud,VST-1309,38.0,validation,Y
2024-07-22,I. Arnaud,VST-1309,19.0,validation,Y
2024-07-01,J. Moreau,VST-1309,8.0,validation,Y
2024-08-08,S. Beker,VST-1309,15.0,validation,Y
2024-08-15,"Renaud, Luc",VST-1309,83.9,validation,Y
2024-07-01,S. Beker,VST-1309,40.0,pm,Y
2024-07-08,A. Kovac,VST-1309,20.0,pm,Y
2024-07-15,"Palmer, Ewan",VST-1309,17.0,pm,Y
2024-07-22,P. Strand,VST-1309,26.0,pm,Y
2024-07-01,A. Kovac,VST-1313,35.0,software,Y
2024-07-08,E. Palmer,VST-1313,10.0,software,Y
2024-07-15,"Arnaud, Ines",VST-1313,41.8,software,Y
2024-07-01,N. Haas,VST-1313,22.0,validation,Y
2024-07-08,T. Sala,VST-1313,6.0,validation,Y
2024-07-15,T. Sala,VST-1313,58.8,validation,Y
2024-07-01,A. Kovac,VST-1313,4.0,pm,Y
2024-07-08,I. Arnaud,VST-1313,39.3,pm,Y
2024-07-01,"Sala, Tomas",VST-1322,37.0,hardware,Y
2024-07-08,"Beker, Sena",VST-1322,35.0,hardware,Y
2024-07-15,"Beker, Sena",VST-1322,25.0,hardware,Y
2024-07-22,T. Sala,VST-1322,40.0,hardware,Y
2024-07-01,L. Renaud,VST-1322,13.0,hardware,
2024-08-08,R. Dietrich,VST-1322,23.0,hardware,Y
2024-08-15,"Dietrich, Rea",VST-1322,5.0,hardware,Y
2024-08-22,"Palmer, Ewan",VST-1322,6.0,hardware,Y
2024-08-01,D. Ferreira,VST-1322,15.0,hardware,
2024-09-08,"Palmer, Ewan",VST-1322,15.0,hardware,Y
2024-09-15,"Lindqvist, Maja",VST-1322,24.0,hardware,Y
2024-09-22,R. Dietrich,VST-1322,9.0,hardware,Y
2024-09-01,L. Renaud,VST-1322,870.7,hardware,Y
2024-07-01,"Kovac, Ana",VST-1322,25.0,validation,Y
2024-07-08,L. Renaud,VST-1322,35.0,validation,Y
2024-07-15,T. Sala,VST-1322,37.0,validation,Y
2024-07-22,S. Beker,VST-1322,13.0,validation,Y
2024-07-01,M. Lindqvist,VST-1322,14.0,validation,Y
2024-08-08,"Sala, Tomas",VST-1322,20.0,validation,Y
2024-08-15,"Lindqvist, Maja",VST-1322,35.0,validation,Y
2024-08-22,D. Ferreira,VST-1322,18.0,validation,Y
2024-08-01,"Ferreira, Diogo",VST-1322,4.0,validation,Y
2024-09-08,"Arnaud, Ines",VST-1322,18.0,validation,Y
2024-09-15,T. Sala,VST-1322,33.0,validation,
2024-09-22,"Ferreira, Diogo",VST-1322,154.4,validation,Y
2024-07-01,L. Renaud,VST-1322,15.0,systems,Y
2024-07-08,"Beker, Sena",VST-1322,28.0,systems,Y
2024-07-15,"Dietrich, Rea",VST-1322,28.0,systems,Y
2024-07-22,"Moreau, Julien",VST-1322,34.0,systems,Y
2024-07-01,L. Renaud,VST-1322,35.0,systems,Y
2024-08-08,N. Haas,VST-1322,28.0,systems,Y
2024-08-15,"Renaud, Luc",VST-1322,40.0,systems,
2024-08-22,T. Sala,VST-1322,32.0,systems,Y
2024-08-01,S. Beker,VST-1322,64.8,systems,Y
2024-07-01,N. Haas,VST-1322,28.0,pm,
2024-07-08,A. Kovac,VST-1322,19.0,pm,Y
2024-07-15,J. Moreau,VST-1322,14.0,pm,Y
2024-07-22,M. Lindqvist,VST-1322,30.0,pm,Y
2024-07-01,J. Moreau,VST-1322,25.0,pm,Y
2024-08-08,D. Ferreira,VST-1322,87.3,pm,Y
2024-07-01,"Sala, Tomas",VST-1345,5.0,hardware,Y
2024-07-08,M. Lindqvist,VST-1345,23.0,hardware,Y
2024-07-15,"Haas, Nils",VST-1345,38.0,hardware,Y
2024-07-22,R. Dietrich,VST-1345,5.0,hardware,Y
2024-07-01,"Dietrich, Rea",VST-1345,26.0,hardware,Y
2024-08-08,J. Moreau,VST-1345,30.0,hardware,Y
2024-08-15,"Haas, Nils",VST-1345,23.0,hardware,Y
2024-08-22,"Moreau, Julien",VST-1345,30.0,hardware,Y
2024-08-01,A. Kovac,VST-1345,11.0,hardware,Y
2024-09-08,"Kovac, Ana",VST-1345,19.0,hardware,Y
2024-09-15,"Dietrich, Rea",VST-1345,33.0,hardware,Y
2024-09-22,A. Kovac,VST-1345,36.0,hardware,Y
2024-09-01,S. Beker,VST-1345,4660.7,hardware,Y
2024-07-01,L. Renaud,VST-1345,16.0,validation,Y
2024-07-08,A. Kovac,VST-1345,21.0,validation,Y
2024-07-15,I. Arnaud,VST-1345,20.0,validation,Y
2024-07-22,J. Moreau,VST-1345,19.0,validation,Y
2024-07-01,A. Kovac,VST-1345,33.0,validation,
2024-08-08,D. Ferreira,VST-1345,11.0,validation,Y
2024-08-15,P. Strand,VST-1345,23.0,validation,Y
2024-08-22,S. Beker,VST-1345,29.0,validation,Y
2024-08-01,"Beker, Sena",VST-1345,27.0,validation,Y
2024-09-08,T. Sala,VST-1345,19.0,validation,Y
2024-09-15,E. Palmer,VST-1345,29.0,validation,
2024-09-22,P. Strand,VST-1345,33.0,validation,Y
2024-09-01,"Strand, Petra",VST-1345,1516.3,validation,Y
2024-07-01,S. Beker,VST-1345,34.0,systems,Y
2024-07-08,N. Haas,VST-1345,21.0,systems,Y
2024-07-15,"Lindqvist, Maja",VST-1345,23.0,systems,Y
2024-07-22,A. Kovac,VST-1345,16.0,systems,Y
2024-07-01,L. Renaud,VST-1345,27.0,systems,Y
2024-08-08,"Ferreira, Diogo",VST-1345,32.0,systems,Y
2024-08-15,P. Strand,VST-1345,15.0,systems,Y
2024-08-22,S. Beker,VST-1345,32.0,systems,Y
2024-08-01,"Haas, Nils",VST-1345,5.0,systems,Y
2024-09-08,T. Sala,VST-1345,27.0,systems,Y
2024-09-15,"Sala, Tomas",VST-1345,23.0,systems,Y
2024-09-22,"Renaud, Luc",VST-1345,9.0,systems,Y
2024-09-01,D. Ferreira,VST-1345,1083.2,systems,Y
2024-07-01,S. Beker,VST-1345,33.0,pm,Y
2024-07-08,"Dietrich, Rea",VST-1345,16.0,pm,Y
2024-07-15,"Palmer, Ewan",VST-1345,14.0,pm,Y
2024-07-22,S. Beker,VST-1345,37.0,pm,Y
2024-07-01,J. Moreau,VST-1345,31.0,pm,Y
2024-08-08,R. Dietrich,VST-1345,23.0,pm,Y
2024-08-15,A. Kovac,VST-1345,31.0,pm,Y
2024-08-22,R. Dietrich,VST-1345,18.0,pm,Y
2024-08-01,"Palmer, Ewan",VST-1345,37.0,pm,Y
2024-09-08,"Sala, Tomas",VST-1345,17.0,pm,Y
2024-09-15,"Lindqvist, Maja",VST-1345,7.0,pm,Y
2024-09-22,T. Sala,VST-1345,38.0,pm,Y
2024-09-01,L. Renaud,VST-1345,596.1,pm,Y
2024-07-01,N. Haas,VST-1395,35.0,validation,Y
2024-07-08,A. Kovac,VST-1395,16.0,validation,Y
2024-07-15,"Palmer, Ewan",VST-1395,36.0,validation,Y
2024-07-22,R. Dietrich,VST-1395,39.0,validation,Y
2024-07-01,"Ferreira, Diogo",VST-1395,17.0,validation,Y
2024-08-08,"Palmer, Ewan",VST-1395,23.0,validation,Y
2024-08-15,P. Strand,VST-1395,23.0,validation,Y
2024-08-22,L. Renaud,VST-1395,38.0,validation,Y
2024-08-01,A. Kovac,VST-1395,38.0,validation,Y
2024-09-08,D. Ferreira,VST-1395,39.0,validation,Y
2024-09-15,L. Renaud,VST-1395,9.0,validation,Y
2024-09-22,"Palmer, Ewan",VST-1395,20.0,validation,Y
2024-09-01,"Ferreira, Diogo",VST-1395,208.5,validation,
2024-07-01,E. Palmer,VST-1395,38.0,pm,Y
2024-07-08,D. Ferreira,VST-1395,39.0,pm,Y
2024-07-15,P. Strand,VST-1395,14.0,pm,Y
2024-07-22,E. Palmer,VST-1395,44.4,pm,Y
2024-07-01,M. Lindqvist,VST-1429,35.0,software,Y
2024-07-08,E. Palmer,VST-1429,20.0,software,Y
2024-07-15,N. Haas,VST-1429,31.3,software,Y
2024-07-01,"Kovac, Ana",VST-1429,39.0,validation,Y
2024-07-08,L. Renaud,VST-1429,22.0,validation,Y
2024-07-15,J. Moreau,VST-1429,25.3,validation,Y
2024-07-01,"Kovac, Ana",VST-1429,34.0,pm,Y
2024-07-08,A. Kovac,VST-1429,9.2,pm,Y
2024-07-01,I. Arnaud,VST-1430,31.0,hardware,
2024-07-08,J. Moreau,VST-1430,8.0,hardware,Y
2024-07-15,"Kovac, Ana",VST-1430,5.0,hardware,Y
2024-07-22,L. Renaud,VST-1430,34.0,hardware,
2024-07-01,T. Sala,VST-1430,7.0,hardware,Y
2024-08-08,E. Palmer,VST-1430,37.0,hardware,Y
2024-08-15,"Beker, Sena",VST-1430,12.0,hardware,Y
2024-08-22,"Beker, Sena",VST-1430,24.0,hardware,Y
2024-08-01,P. Strand,VST-1430,32.0,hardware,Y
2024-09-08,"Renaud, Luc",VST-1430,24.0,hardware,Y
2024-09-15,J. Moreau,VST-1430,24.0,hardware,Y
2024-09-22,E. Palmer,VST-1430,35.0,hardware,Y
2024-09-01,"Palmer, Ewan",VST-1430,554.6,hardware,Y
2024-07-01,"Strand, Petra",VST-1430,28.0,validation,Y
2024-07-08,"Ferreira, Diogo",VST-1430,16.0,validation,
2024-07-15,R. Dietrich,VST-1430,23.0,validation,Y
2024-07-22,I. Arnaud,VST-1430,25.0,validation,Y
2024-07-01,A. Kovac,VST-1430,37.0,validation,
2024-08-08,T. Sala,VST-1430,8.0,validation,Y
2024-08-15,S. Beker,VST-1430,34.0,validation,Y
2024-08-22,N. Haas,VST-1430,17.0,validation,Y
2024-08-01,N. Haas,VST-1430,113.0,validation,Y
2024-07-01,"Ferreira, Diogo",VST-1430,11.0,systems,Y
2024-07-08,L. Renaud,VST-1430,35.0,systems,Y
2024-07-15,M. Lindqvist,VST-1430,12.0,systems,Y
2024-07-22,L. Renaud,VST-1430,23.0,systems,Y
2024-07-01,A. Kovac,VST-1430,29.0,systems,Y
2024-08-08,M. Lindqvist,VST-1430,31.0,systems,Y
2024-08-15,"Moreau, Julien",VST-1430,84.7,systems,Y
2024-07-01,P. Strand,VST-1430,22.0,pm,Y
2024-07-08,"Moreau, Julien",VST-1430,11.0,pm,Y
2024-07-15,"Haas, Nils",VST-1430,18.0,pm,Y
2024-07-22,I. Arnaud,VST-1430,28.0,pm,Y
2024-07-01,"Haas, Nils",VST-1430,71.5,pm,Y
2024-07-01,"Beker, Sena",VST-1475,4.8,systems,Y
2024-07-01,S. Beker,VST-1475,4.7,pm,Y
2024-07-01,A. Kovac,VST-1514,38.0,software,Y
2024-07-08,I. Arnaud,VST-1514,27.0,software,Y
2024-07-15,L. Renaud,VST-1514,12.0,software,Y
2024-07-22,R. Dietrich,VST-1514,39.0,software,Y
2024-07-01,"Haas, Nils",VST-1514,45.6,software,Y
2024-07-01,I. Arnaud,VST-1514,38.0,validation,Y
2024-07-08,E. Palmer,VST-1514,20.8,validation,
2024-07-01,"Dietrich, Rea",VST-1514,21.0,systems,Y
2024-07-08,D. Ferreira,VST-1514,23.1,systems,Y
2024-07-01,A. Kovac,VST-1514,29.3,pm,Y
2024-07-01,N. Haas,VST-1518,33.0,hardware,Y
2024-07-08,A. Kovac,VST-1518,25.0,hardware,Y
2024-07-15,R. Dietrich,VST-1518,35.0,hardware,Y
2024-07-22,"Ferreira, Diogo",VST-1518,31.0,hardware,Y
2024-07-01,S. Beker,VST-1518,5.0,hardware,Y
2024-08-08,N. Haas,VST-1518,10.0,hardware,Y
2024-08-15,R. Dietrich,VST-1518,38.0,hardware,Y
2024-08-22,"Ferreira, Diogo",VST-1518,22.0,hardware,Y
2024-08-01,D. Ferreira,VST-1518,38.0,hardware,Y
2024-09-08,T. Sala,VST-1518,37.0,hardware,Y
2024-09-15,"Sala, Tomas",VST-1518,23.0,hardware,Y
2024-09-22,N. Haas,VST-1518,14.0,hardware,Y
2024-09-01,T. Sala,VST-1518,114.0,hardware,Y
2024-07-01,"Beker, Sena",VST-1518,27.0,validation,Y
2024-07-08,"Strand, Petra",VST-1518,37.0,validation,Y
2024-07-15,"Moreau, Julien",VST-1518,22.0,validation,Y
2024-07-22,"Haas, Nils",VST-1518,33.0,validation,Y
2024-07-01,S. Beker,VST-1518,22.7,validation,Y
2024-07-01,"Sala, Tomas",VST-1518,27.0,systems,Y
2024-07-08,N. Haas,VST-1518,40.0,systems,Y
2024-07-15,P. Strand,VST-1518,18.0,systems,
2024-07-01,"Strand, Petra",VST-1518,35.0,pm,Y
2024-07-08,M. Lindqvist,VST-1518,21.7,pm,Y
2024-07-01,N. Haas,VST-1520,7.0,hardware,Y
2024-07-08,M. Lindqvist,VST-1520,17.0,hardware,Y
2024-07-15,"Palmer, Ewan",VST-1520,7.0,hardware,Y
2024-07-22,A. Kovac,VST-1520,26.0,hardware,Y
2024-07-01,S. Beker,VST-1520,40.0,hardware,Y
2024-08-08,"Strand, Petra",VST-1520,4.0,hardware,Y
2024-08-15,J. Moreau,VST-1520,7.0,hardware,Y
